# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2020-04-26 13:37:18 EDT       (nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01108000 TAUNTON RIVER NEAR BRIDGEWATER, MA
# -----------------------------------------------------------------------------------
#
# Data provided for site 01108000
#            TS   parameter     Description
#        251266       00010     Temperature, water, degrees Celsius
#        251273       00400     pH, water, unfiltered, field, standard units
#        251274       00095     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius
#        251275       00300     Dissolved oxygen, water, unfiltered, milligrams per liter
#         66276       00060     Discharge, cubic feet per second
#         66277       00065     Gage height, feet
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	tz_cd	251266_00010	251266_00010_cd	251273_00400	251273_00400_cd	251274_00095	251274_00095_cd	251275_00300	251275_00300_cd	66276_00060	66276_00060_cd	66277_00065	66277_00065_cd
USGS	01108000	2019-01-20 02:30	EST									534	A	4.47	A
USGS	01108000	2019-01-20 03:00	EST									534	A	4.47	A
USGS	01108000	2019-01-20 03:15	EST									534	A	4.47	A
USGS	01108000	2019-01-20 03:30	EST									539	A	4.48	A
USGS	01108000	2019-01-20 03:45	EST									539	A	4.48	A
USGS	01108000	2019-01-20 04:00	EST									539	A	4.48	A
USGS	01108000	2019-01-20 04:15	EST									539	A	4.48	A
USGS	01108000	2019-01-20 04:30	EST									539	A	4.48	A
USGS	01108000	2019-01-20 04:45	EST									554	A	4.51	A
USGS	01108000	2019-01-20 05:00	EST									550	A	4.50	A
USGS	01108000	2019-01-20 05:15	EST									550	A	4.50	A
USGS	01108000	2019-01-20 05:30	EST									550	A	4.50	A
USGS	01108000	2019-01-20 05:45	EST									550	A	4.50	A
USGS	01108000	2019-01-20 06:00	EST									554	A	4.51	A
USGS	01108000	2019-01-20 06:15	EST									559	A	4.52	A
USGS	01108000	2019-01-20 06:30	EST									554	A	4.51	A
USGS	01108000	2019-01-20 06:45	EST									554	A	4.51	A
USGS	01108000	2019-01-20 07:00	EST									559	A	4.52	A
USGS	01108000	2019-01-20 07:15	EST									563	A	4.53	A
USGS	01108000	2019-01-20 07:30	EST									568	A	4.54	A
USGS	01108000	2019-01-20 07:45	EST									573	A	4.55	A
USGS	01108000	2019-01-20 08:00	EST									573	A	4.55	A
USGS	01108000	2019-01-20 08:15	EST									577	A	4.56	A
USGS	01108000	2019-01-20 08:30	EST									582	A	4.57	A
USGS	01108000	2019-01-20 08:45	EST									587	A	4.58	A
USGS	01108000	2019-01-20 09:00	EST									596	A	4.60	A
USGS	01108000	2019-01-20 09:30	EST									606	A	4.62	A
USGS	01108000	2019-01-20 09:45	EST									611	A	4.63	A
USGS	01108000	2019-01-20 10:00	EST									620	A	4.65	A
USGS	01108000	2019-01-20 10:15	EST									625	A	4.66	A
USGS	01108000	2019-01-20 10:30	EST									635	A	4.68	A
USGS	01108000	2019-01-20 10:45	EST									645	A	4.70	A
USGS	01108000	2019-01-20 11:00	EST									650	A	4.71	A
USGS	01108000	2019-01-20 11:15	EST									660	A	4.73	A
USGS	01108000	2019-01-20 11:30	EST									670	A	4.75	A
USGS	01108000	2019-01-20 11:45	EST									680	A	4.77	A
USGS	01108000	2019-01-20 12:00	EST									696	A	4.80	A
USGS	01108000	2019-01-20 12:15	EST									706	A	4.82	A
USGS	01108000	2019-01-20 12:45	EST									732	A	4.87	A
USGS	01108000	2019-01-20 13:00	EST									743	A	4.89	A
USGS	01108000	2019-01-20 13:15	EST									759	A	4.92	A
USGS	01108000	2019-01-20 13:30	EST									770	A	4.94	A
USGS	01108000	2019-01-20 13:45	EST									786	A	4.97	A
USGS	01108000	2019-01-20 14:00	EST									803	A	5.00	A
USGS	01108000	2019-01-20 14:15	EST									814	A	5.02	A
USGS	01108000	2019-01-20 14:30	EST									831	A	5.05	A
USGS	01108000	2019-01-20 14:45	EST									842	A	5.07	A
USGS	01108000	2019-01-20 15:00	EST									864	A	5.11	A
USGS	01108000	2019-01-20 15:15	EST									878	A	5.14	A
USGS	01108000	2019-01-20 15:30	EST									901	A	5.19	A
USGS	01108000	2019-01-20 15:45	EST									910	A	5.21	A
USGS	01108000	2019-01-20 16:00	EST									924	A	5.24	A
USGS	01108000	2019-01-20 16:15	EST									939	A	5.27	A
USGS	01108000	2019-01-20 16:30	EST									957	A	5.31	A
USGS	01108000	2019-01-20 17:00	EST									981	A	5.36	A
USGS	01108000	2019-01-20 17:15	EST									996	A	5.39	A
USGS	01108000	2019-01-20 17:30	EST									1010	A	5.42	A
USGS	01108000	2019-01-20 17:45	EST									1030	A	5.45	A
USGS	01108000	2019-01-20 18:00	EST									1040	A	5.49	A
USGS	01108000	2019-01-20 18:15	EST									1060	A	5.52	A
USGS	01108000	2019-01-20 18:30	EST									1070	A	5.54	A
USGS	01108000	2019-01-20 18:45	EST									1080	A	5.57	A
USGS	01108000	2019-01-20 19:00	EST									1090	A	5.59	A
USGS	01108000	2019-01-20 19:15	EST									1110	A	5.62	A
USGS	01108000	2019-01-20 19:30	EST									1120	A	5.65	A
USGS	01108000	2019-01-20 19:45	EST									1130	A	5.67	A
USGS	01108000	2019-01-20 20:00	EST									1130	A	5.68	A
USGS	01108000	2019-01-20 20:15	EST									1150	A	5.72	A
USGS	01108000	2019-01-20 20:30	EST									1160	A	5.74	A
USGS	01108000	2019-01-20 20:45	EST									1160	A	5.74	A
USGS	01108000	2019-01-20 21:00	EST									1170	A	5.78	A
USGS	01108000	2019-01-20 21:15	EST									1180	A	5.79	A
USGS	01108000	2019-01-20 21:30	EST									1190	A	5.81	A
USGS	01108000	2019-01-20 21:45	EST									1200	A	5.84	A
USGS	01108000	2019-01-20 22:00	EST									1200	A	5.84	A
USGS	01108000	2019-01-20 22:15	EST									1200	A	5.85	A
USGS	01108000	2019-01-20 22:30	EST									1210	A	5.87	A
USGS	01108000	2019-01-20 22:45	EST									1220	A	5.89	A
USGS	01108000	2019-01-20 23:00	EST									1220	A	5.88	A
USGS	01108000	2019-01-20 23:15	EST									1220	A	5.89	A
USGS	01108000	2019-01-20 23:30	EST									1240	A	5.93	A
USGS	01108000	2019-01-20 23:45	EST									1230	A	5.92	A
USGS	01108000	2019-01-21 00:15	EST									1250	A	5.95	A
USGS	01108000	2019-01-21 00:30	EST									1240	A	5.94	A
USGS	01108000	2019-01-21 00:45	EST									1260	A	5.97	A
USGS	01108000	2019-01-21 01:00	EST									1250	A	5.96	A
USGS	01108000	2019-01-21 01:15	EST									1260	A	5.97	A
USGS	01108000	2019-01-21 01:30	EST									1250	A	5.96	A
USGS	01108000	2019-01-21 01:45	EST									1260	A	5.97	A
USGS	01108000	2019-01-21 02:00	EST									1260	A	5.97	A
USGS	01108000	2019-01-21 02:15	EST									1260	A	5.97	A
USGS	01108000	2019-01-21 02:30	EST									1260	A	5.99	A
USGS	01108000	2019-01-21 02:45	EST									1260	A	5.99	A
USGS	01108000	2019-01-21 03:00	EST									1260	A	5.99	A
USGS	01108000	2019-01-21 03:30	EST									1270	A	6.01	A
USGS	01108000	2019-01-21 03:45	EST									1270	A	6.00	A
USGS	01108000	2019-01-21 04:00	EST									1270	A	6.00	A
USGS	01108000	2019-01-21 04:15	EST									1270	A	6.00	A
USGS	01108000	2019-01-21 04:30	EST									1270	A	6.00	A
USGS	01108000	2019-01-21 04:45	EST									1260	A	5.99	A
USGS	01108000	2019-01-21 05:00	EST									1280	A	6.02	A
USGS	01108000	2019-01-21 05:15	EST									1270	A	6.01	A
USGS	01108000	2019-01-21 05:30	EST									1260	A	5.99	A
USGS	01108000	2019-01-21 05:45	EST									1270	A	6.00	A
USGS	01108000	2019-01-21 06:00	EST									1270	A	6.01	A
USGS	01108000	2019-01-21 06:15	EST									1270	A	6.00	A
USGS	01108000	2019-01-21 06:45	EST									1260	A	5.99	A
USGS	01108000	2019-01-21 07:00	EST									1260	A	5.97	A
USGS	01108000	2019-01-21 07:15	EST									1260	A	5.97	A
USGS	01108000	2019-01-21 07:30	EST									1260	A	5.97	A
USGS	01108000	2019-01-21 07:45	EST									1260	A	5.97	A
USGS	01108000	2019-01-21 08:00	EST									1250	A	5.95	A
USGS	01108000	2019-01-21 08:15	EST									1240	A	5.93	A
USGS	01108000	2019-01-21 08:30	EST									1240	A	5.93	A
USGS	01108000	2019-01-21 09:00	EST									1220	A	5.88	A
USGS	01108000	2019-01-21 09:15	EST									1220	A	5.88	A
USGS	01108000	2019-01-21 09:30	EST									1220	A	5.89	A
USGS	01108000	2019-01-21 09:45	EST									1220	A	5.88	A
USGS	01108000	2019-01-21 10:00	EST									1220	A	5.88	A
USGS	01108000	2019-01-21 10:15	EST									1210	A	5.87	A
USGS	01108000	2019-01-21 10:30	EST									1220	A	5.89	A
USGS	01108000	2019-01-21 10:45	EST									1200	A	5.85	A
USGS	01108000	2019-01-21 11:00	EST									1210	A	5.87	A
USGS	01108000	2019-01-21 11:15	EST									1220	A	5.88	A
USGS	01108000	2019-01-21 11:30	EST									1220	A	5.88	A
USGS	01108000	2019-01-21 11:45	EST									1230	A	5.90	A
USGS	01108000	2019-01-21 12:00	EST									1230	A	5.91	A
USGS	01108000	2019-01-21 12:15	EST									1230	A	5.90	A
USGS	01108000	2019-01-21 12:30	EST									1230	A	5.91	A
USGS	01108000	2019-01-21 12:45	EST									1230	A	5.91	A
USGS	01108000	2019-01-21 13:00	EST									1240	A	5.94	A
USGS	01108000	2019-01-21 13:15	EST									1240	A	5.93	A
USGS	01108000	2019-01-21 13:30	EST									1260	A	5.97	A
USGS	01108000	2019-01-21 13:45	EST									1260	A	5.99	A
USGS	01108000	2019-01-21 14:00	EST									1270	A	6.01	A
USGS	01108000	2019-01-21 14:15	EST									1280	A	6.03	A
USGS	01108000	2019-01-21 14:30	EST									1290	A	6.04	A
USGS	01108000	2019-01-21 14:45	EST									1290	A	6.06	A
USGS	01108000	2019-01-21 15:00	EST									1300	A	6.07	A
USGS	01108000	2019-01-21 15:15	EST									1300	A	6.08	A
USGS	01108000	2019-01-21 15:30	EST									1290	A	6.06	A
USGS	01108000	2019-01-21 15:45	EST									1300	A	6.08	A
USGS	01108000	2019-01-21 16:00	EST									1310	A	6.09	A
USGS	01108000	2019-01-21 16:15	EST									1310	A	6.10	A
USGS	01108000	2019-01-21 16:30	EST									1320	A	6.12	A
USGS	01108000	2019-01-21 16:45	EST									1310	A	6.10	A
USGS	01108000	2019-01-21 17:00	EST									1320	A	6.12	A
USGS	01108000	2019-01-21 17:15	EST									1310	A	6.10	A
USGS	01108000	2019-01-21 17:30	EST									1320	A	6.11	A
USGS	01108000	2019-01-21 17:45	EST									1320	A	6.11	A
USGS	01108000	2019-01-21 18:00	EST									1320	A	6.13	A
USGS	01108000	2019-01-21 18:15	EST									1310	A	6.10	A
USGS	01108000	2019-01-21 18:30	EST									1320	A	6.13	A
USGS	01108000	2019-01-21 18:45	EST									1330	A	6.15	A
USGS	01108000	2019-01-21 19:00	EST									1320	A	6.13	A
USGS	01108000	2019-01-21 19:15	EST									1320	A	6.12	A
USGS	01108000	2019-01-21 19:30	EST									1320	A	6.13	A
USGS	01108000	2019-01-21 19:45	EST									1320	A	6.12	A
USGS	01108000	2019-01-21 20:00	EST									1320	A	6.13	A
USGS	01108000	2019-01-21 20:15	EST									1310	A	6.10	A
USGS	01108000	2019-01-21 20:30	EST									1320	A	6.13	A
USGS	01108000	2019-01-21 20:45	EST									1310	A	6.10	A
USGS	01108000	2019-01-21 21:00	EST									1320	A	6.11	A
USGS	01108000	2019-01-21 21:15	EST									1310	A	6.10	A
USGS	01108000	2019-01-21 21:30	EST									1320	A	6.11	A
USGS	01108000	2019-01-21 21:45	EST									1320	A	6.11	A
USGS	01108000	2019-01-21 22:00	EST									1320	A	6.11	A
USGS	01108000	2019-01-21 22:15	EST									1310	A	6.10	A
USGS	01108000	2019-01-21 22:30	EST									1310	A	6.09	A
USGS	01108000	2019-01-21 22:45	EST									1320	A	6.11	A
USGS	01108000	2019-01-21 23:00	EST									1310	A	6.09	A
USGS	01108000	2019-01-21 23:15	EST									1300	A	6.08	A
USGS	01108000	2019-01-21 23:30	EST									1300	A	6.07	A
USGS	01108000	2019-01-21 23:45	EST									1290	A	6.06	A
USGS	01108000	2019-01-22 00:00	EST									1300	A	6.07	A
USGS	01108000	2019-01-22 00:15	EST									1300	A	6.07	A
USGS	01108000	2019-01-22 00:30	EST									1290	A	6.04	A
USGS	01108000	2019-01-22 00:45	EST									1290	A	6.04	A
USGS	01108000	2019-01-22 01:00	EST									1280	A	6.03	A
USGS	01108000	2019-01-22 01:15	EST									1290	A	6.04	A
USGS	01108000	2019-01-22 01:30	EST									1290	A	6.04	A
USGS	01108000	2019-01-22 01:45	EST									1280	A	6.03	A
USGS	01108000	2019-01-22 02:00	EST									1270	A	6.01	A
USGS	01108000	2019-01-22 02:15	EST									1280	A	6.02	A
USGS	01108000	2019-01-22 02:30	EST									1270	A	6.01	A
USGS	01108000	2019-01-22 02:45	EST									1270	A	6.01	A
USGS	01108000	2019-01-22 03:00	EST									1280	A	6.02	A
USGS	01108000	2019-01-22 03:15	EST									1260	A	5.99	A
USGS	01108000	2019-01-22 03:30	EST									1270	A	6.00	A
USGS	01108000	2019-01-22 03:45	EST									1270	A	6.01	A
USGS	01108000	2019-01-22 04:00	EST									1260	A	5.99	A
USGS	01108000	2019-01-22 04:15	EST									1260	A	5.97	A
USGS	01108000	2019-01-22 04:30	EST									1260	A	5.97	A
USGS	01108000	2019-01-22 04:45	EST									1260	A	5.99	A
USGS	01108000	2019-01-22 05:00	EST									1260	A	5.97	A
USGS	01108000	2019-01-22 05:15	EST									1260	A	5.98	A
USGS	01108000	2019-01-22 05:30	EST									1260	A	5.98	A
USGS	01108000	2019-01-22 05:45	EST									1250	A	5.95	A
USGS	01108000	2019-01-22 06:00	EST									1240	A	5.94	A
USGS	01108000	2019-01-22 06:15	EST									1250	A	5.95	A
USGS	01108000	2019-01-22 06:30	EST									1250	A	5.95	A
USGS	01108000	2019-01-22 06:45	EST									1250	A	5.95	A
USGS	01108000	2019-01-22 07:00	EST									1250	A	5.95	A
USGS	01108000	2019-01-22 07:15	EST									1250	A	5.96	A
USGS	01108000	2019-01-22 07:30	EST									1250	A	5.96	A
USGS	01108000	2019-01-22 07:45	EST									1240	A	5.93	A
USGS	01108000	2019-01-22 08:00	EST									1230	A	5.92	A
USGS	01108000	2019-01-22 08:15	EST									1240	A	5.93	A
USGS	01108000	2019-01-22 08:30	EST									1240	A	5.94	A
USGS	01108000	2019-01-22 08:45	EST									1240	A	5.93	A
USGS	01108000	2019-01-22 09:15	EST									1240	A	5.93	A
USGS	01108000	2019-01-22 09:30	EST									1240	A	5.94	A
USGS	01108000	2019-01-22 09:45	EST									1240	A	5.94	A
USGS	01108000	2019-01-22 10:00	EST									1230	A	5.91	A
USGS	01108000	2019-01-22 10:15	EST									1240	A	5.93	A
USGS	01108000	2019-01-22 10:30	EST									1240	A	5.93	A
USGS	01108000	2019-01-22 10:45	EST									1240	A	5.94	A
USGS	01108000	2019-01-22 11:00	EST									1250	A	5.96	A
USGS	01108000	2019-01-22 11:15	EST									1240	A	5.94	A
USGS	01108000	2019-01-22 11:30	EST									1260	A	5.97	A
USGS	01108000	2019-01-22 11:45	EST									1250	A	5.95	A
USGS	01108000	2019-01-22 12:00	EST									1250	A	5.96	A
USGS	01108000	2019-01-22 12:15	EST									1250	A	5.96	A
USGS	01108000	2019-01-22 12:30	EST									1250	A	5.96	A
USGS	01108000	2019-01-22 12:45	EST									1260	A	5.97	A
USGS	01108000	2019-01-22 13:00	EST									1260	A	5.99	A
USGS	01108000	2019-01-22 13:15	EST									1260	A	5.99	A
USGS	01108000	2019-01-22 13:30	EST									1260	A	5.98	A
USGS	01108000	2019-01-22 13:45	EST									1270	A	6.00	A
USGS	01108000	2019-01-22 14:00	EST									1280	A	6.02	A
USGS	01108000	2019-01-22 14:15	EST									1280	A	6.02	A
USGS	01108000	2019-01-22 14:30	EST									1280	A	6.02	A
USGS	01108000	2019-01-22 14:45	EST									1280	A	6.02	A
USGS	01108000	2019-01-22 15:00	EST									1280	A	6.02	A
USGS	01108000	2019-01-22 15:15	EST									1280	A	6.02	A
USGS	01108000	2019-01-22 15:30	EST									1270	A	6.01	A
USGS	01108000	2019-01-22 15:45	EST									1280	A	6.02	A
USGS	01108000	2019-01-22 16:00	EST									1280	A	6.02	A
USGS	01108000	2019-01-22 16:15	EST									1280	A	6.02	A
USGS	01108000	2019-01-22 16:30	EST									1280	A	6.02	A
USGS	01108000	2019-01-22 16:45	EST									1280	A	6.03	A
USGS	01108000	2019-01-22 17:00	EST									1270	A	6.01	A
USGS	01108000	2019-01-22 17:15	EST									1280	A	6.02	A
USGS	01108000	2019-01-22 17:30	EST									1280	A	6.02	A
USGS	01108000	2019-01-22 17:45	EST									1280	A	6.02	A
USGS	01108000	2019-01-22 18:00	EST									1270	A	6.01	A
USGS	01108000	2019-01-22 18:15	EST									1280	A	6.03	A
USGS	01108000	2019-01-22 18:30	EST									1280	A	6.03	A
USGS	01108000	2019-01-22 18:45	EST									1280	A	6.03	A
USGS	01108000	2019-01-22 19:00	EST									1280	A	6.03	A
USGS	01108000	2019-01-22 19:15	EST									1290	A	6.04	A
USGS	01108000	2019-01-22 19:30	EST									1280	A	6.03	A
USGS	01108000	2019-01-22 19:45	EST									1280	A	6.03	A
USGS	01108000	2019-01-22 20:00	EST									1280	A	6.03	A
USGS	01108000	2019-01-22 20:15	EST									1290	A	6.04	A
USGS	01108000	2019-01-22 20:30	EST									1290	A	6.04	A
USGS	01108000	2019-01-22 20:45	EST									1290	A	6.04	A
USGS	01108000	2019-01-22 21:00	EST									1290	A	6.05	A
USGS	01108000	2019-01-22 21:15	EST									1290	A	6.04	A
USGS	01108000	2019-01-22 21:30	EST									1290	A	6.06	A
USGS	01108000	2019-01-22 21:45	EST									1290	A	6.06	A
USGS	01108000	2019-01-22 22:00	EST									1290	A	6.06	A
USGS	01108000	2019-01-22 22:15	EST									1300	A	6.08	A
USGS	01108000	2019-01-22 22:30	EST									1300	A	6.07	A
USGS	01108000	2019-01-22 22:45	EST									1290	A	6.06	A
USGS	01108000	2019-01-22 23:00	EST									1310	A	6.09	A
USGS	01108000	2019-01-22 23:15	EST									1310	A	6.09	A
USGS	01108000	2019-01-22 23:30	EST									1300	A	6.08	A
USGS	01108000	2019-01-22 23:45	EST									1320	A	6.11	A
USGS	01108000	2019-01-23 00:00	EST									1320	A	6.12	A
USGS	01108000	2019-01-23 00:15	EST									1320	A	6.13	A
USGS	01108000	2019-01-23 00:30	EST									1310	A	6.10	A
USGS	01108000	2019-01-23 00:45	EST									1320	A	6.13	A
USGS	01108000	2019-01-23 01:00	EST									1330	A	6.14	A
USGS	01108000	2019-01-23 01:15	EST									1330	A	6.14	A
USGS	01108000	2019-01-23 01:30	EST									1330	A	6.15	A
USGS	01108000	2019-01-23 01:45	EST									1330	A	6.15	A
USGS	01108000	2019-01-23 02:00	EST									1340	A	6.17	A
USGS	01108000	2019-01-23 02:15	EST									1340	A	6.17	A
USGS	01108000	2019-01-23 02:30	EST									1360	A	6.21	A
USGS	01108000	2019-01-23 02:45	EST									1360	A	6.22	A
USGS	01108000	2019-01-23 03:00	EST									1370	A	6.23	A
USGS	01108000	2019-01-23 03:30	EST									1360	A	6.20	A
USGS	01108000	2019-01-23 03:45	EST									1360	A	6.22	A
USGS	01108000	2019-01-23 04:00	EST									1350	A	6.19	A
USGS	01108000	2019-01-23 04:15	EST									1370	A	6.24	A
USGS	01108000	2019-01-23 04:30	EST									1380	A	6.26	A
USGS	01108000	2019-01-23 04:45	EST									1380	A	6.26	A
USGS	01108000	2019-01-23 05:00	EST									1390	A	6.28	A
USGS	01108000	2019-01-23 05:15	EST									1390	A	6.28	A
USGS	01108000	2019-01-23 05:30	EST									1390	A	6.28	A
USGS	01108000	2019-01-23 05:45	EST									1390	A	6.28	A
USGS	01108000	2019-01-23 06:00	EST									1390	A	6.29	A
USGS	01108000	2019-01-23 06:15	EST									1390	A	6.29	A
USGS	01108000	2019-01-23 06:45	EST									1350	A	6.19	A
USGS	01108000	2019-01-23 07:00	EST									1400	A	6.30	A
USGS	01108000	2019-01-23 07:15	EST									1350	A	6.19	A
USGS	01108000	2019-01-23 07:30	EST									1350	A	6.19	A
USGS	01108000	2019-01-23 07:45	EST									1360	A	6.20	A
USGS	01108000	2019-01-23 08:00	EST									1350	A	6.19	A
USGS	01108000	2019-01-23 08:15	EST									1360	A	6.20	A
USGS	01108000	2019-01-23 08:30	EST									1350	A	6.19	A
USGS	01108000	2019-01-23 08:45	EST									1360	A	6.20	A
USGS	01108000	2019-01-23 09:00	EST									1360	A	6.20	A
USGS	01108000	2019-01-23 09:15	EST									1360	A	6.21	A
USGS	01108000	2019-01-23 09:30	EST									1360	A	6.20	A
USGS	01108000	2019-01-23 10:00	EST									1360	A	6.20	A
USGS	01108000	2019-01-23 10:15	EST									1360	A	6.21	A
USGS	01108000	2019-01-23 10:30	EST									1390	A	6.28	A
USGS	01108000	2019-01-23 10:45	EST									1390	A	6.29	A
USGS	01108000	2019-01-23 11:00	EST									1350	A	6.19	A
USGS	01108000	2019-01-23 11:15	EST									1350	A	6.19	A
USGS	01108000	2019-01-23 11:30	EST									1360	A	6.21	A
USGS	01108000	2019-01-23 11:45	EST									1340	A	6.16	A
USGS	01108000	2019-01-23 12:00	EST									1320	A	6.11	A
USGS	01108000	2019-01-23 12:15	EST									1310	A	6.09	A
USGS	01108000	2019-01-23 12:30	EST									1320	A	6.11	A
USGS	01108000	2019-01-23 12:45	EST									1300	A	6.08	A
USGS	01108000	2019-01-23 13:00	EST									1290	A	6.06	A
USGS	01108000	2019-01-23 13:15	EST									1290	A	6.06	A
USGS	01108000	2019-01-23 13:30	EST									1290	A	6.06	A
USGS	01108000	2019-01-23 13:45	EST									1280	A	6.03	A
USGS	01108000	2019-01-23 14:00	EST									1270	A	6.00	A
USGS	01108000	2019-01-23 14:15	EST									1260	A	5.99	A
USGS	01108000	2019-01-23 14:30	EST									1250	A	5.96	A
USGS	01108000	2019-01-23 14:45	EST									1240	A	5.94	A
USGS	01108000	2019-01-23 15:00	EST									1240	A	5.94	A
USGS	01108000	2019-01-23 15:15	EST									1230	A	5.91	A
USGS	01108000	2019-01-23 15:30	EST									1230	A	5.90	A
USGS	01108000	2019-01-23 15:45	EST									1220	A	5.88	A
USGS	01108000	2019-01-23 16:00	EST									1210	A	5.87	A
USGS	01108000	2019-01-23 16:15	EST									1200	A	5.85	A
USGS	01108000	2019-01-23 16:30	EST									1200	A	5.84	A
USGS	01108000	2019-01-23 16:45	EST									1200	A	5.83	A
USGS	01108000	2019-01-23 17:00	EST									1190	A	5.81	A
USGS	01108000	2019-01-23 17:15	EST									1190	A	5.81	A
USGS	01108000	2019-01-23 17:30	EST									1180	A	5.79	A
USGS	01108000	2019-01-23 17:45	EST									1170	A	5.77	A
USGS	01108000	2019-01-23 18:00	EST									1170	A	5.77	A
USGS	01108000	2019-01-23 18:30	EST									1170	A	5.76	A
USGS	01108000	2019-01-23 18:45	EST									1160	A	5.74	A
USGS	01108000	2019-01-23 19:00	EST									1150	A	5.73	A
USGS	01108000	2019-01-23 19:15	EST									1150	A	5.71	A
USGS	01108000	2019-01-23 19:30	EST									1150	A	5.71	A
USGS	01108000	2019-01-23 19:45	EST									1140	A	5.70	A
USGS	01108000	2019-01-23 20:00	EST									1140	A	5.69	A
USGS	01108000	2019-01-23 20:15	EST									1130	A	5.68	A
USGS	01108000	2019-01-23 20:30	EST									1130	A	5.67	A
USGS	01108000	2019-01-23 20:45	EST									1130	A	5.67	A
USGS	01108000	2019-01-23 21:00	EST									1130	A	5.67	A
USGS	01108000	2019-01-23 21:15	EST									1120	A	5.65	A
USGS	01108000	2019-01-23 21:30	EST									1120	A	5.65	A
USGS	01108000	2019-01-23 21:45	EST									1120	A	5.64	A
USGS	01108000	2019-01-23 22:00	EST									1120	A	5.64	A
USGS	01108000	2019-01-23 22:15	EST									1110	A	5.63	A
USGS	01108000	2019-01-23 22:30	EST									1110	A	5.62	A
USGS	01108000	2019-01-23 22:45	EST									1100	A	5.61	A
USGS	01108000	2019-01-23 23:00	EST									1100	A	5.61	A
USGS	01108000	2019-01-23 23:15	EST									1100	A	5.60	A
USGS	01108000	2019-01-23 23:30	EST									1100	A	5.60	A
USGS	01108000	2019-01-23 23:45	EST									1090	A	5.59	A
USGS	01108000	2019-01-24 00:00	EST									1090	A	5.59	A
USGS	01108000	2019-01-24 00:15	EST									1090	A	5.58	A
USGS	01108000	2019-01-24 00:30	EST									1080	A	5.56	A
USGS	01108000	2019-01-24 00:45	EST									1080	A	5.56	A
USGS	01108000	2019-01-24 01:00	EST									1080	A	5.56	A
USGS	01108000	2019-01-24 01:15	EST									1080	A	5.56	A
USGS	01108000	2019-01-24 01:30	EST									1070	A	5.55	A
USGS	01108000	2019-01-24 01:45	EST									1070	A	5.55	A
USGS	01108000	2019-01-24 02:00	EST									1070	A	5.54	A
USGS	01108000	2019-01-24 02:15	EST									1070	A	5.54	A
USGS	01108000	2019-01-24 02:45	EST									1060	A	5.52	A
USGS	01108000	2019-01-24 03:00	EST									1060	A	5.52	A
USGS	01108000	2019-01-24 03:15	EST									1060	A	5.53	A
USGS	01108000	2019-01-24 03:30	EST									1050	A	5.51	A
USGS	01108000	2019-01-24 03:45	EST									1060	A	5.52	A
USGS	01108000	2019-01-24 04:00	EST									1060	A	5.52	A
USGS	01108000	2019-01-24 04:15	EST									1050	A	5.50	A
USGS	01108000	2019-01-24 04:30	EST									1050	A	5.51	A
USGS	01108000	2019-01-24 04:45	EST									1050	A	5.50	A
USGS	01108000	2019-01-24 05:00	EST									1060	A	5.52	A
USGS	01108000	2019-01-24 05:15	EST									1040	A	5.49	A
USGS	01108000	2019-01-24 05:30	EST									1040	A	5.49	A
USGS	01108000	2019-01-24 05:45	EST									1050	A	5.50	A
USGS	01108000	2019-01-24 06:00	EST									1050	A	5.50	A
USGS	01108000	2019-01-24 06:15	EST									1050	A	5.50	A
USGS	01108000	2019-01-24 06:30	EST									1040	A	5.49	A
USGS	01108000	2019-01-24 06:45	EST									1040	A	5.49	A
USGS	01108000	2019-01-24 07:00	EST									1040	A	5.48	A
USGS	01108000	2019-01-24 07:15	EST									1040	A	5.49	A
USGS	01108000	2019-01-24 07:30	EST									1040	A	5.48	A
USGS	01108000	2019-01-24 07:45	EST									1050	A	5.50	A
USGS	01108000	2019-01-24 08:00	EST									1050	A	5.50	A
USGS	01108000	2019-01-24 08:15	EST									1040	A	5.48	A
USGS	01108000	2019-01-24 08:30	EST									1050	A	5.50	A
USGS	01108000	2019-01-24 09:00	EST									1040	A	5.49	A
USGS	01108000	2019-01-24 09:15	EST									1040	A	5.48	A
USGS	01108000	2019-01-24 09:30	EST									1040	A	5.49	A
USGS	01108000	2019-01-24 09:45	EST									1050	A	5.50	A
USGS	01108000	2019-01-24 10:00	EST									1050	A	5.51	A
USGS	01108000	2019-01-24 10:15	EST									1060	A	5.52	A
USGS	01108000	2019-01-24 10:30	EST									1050	A	5.50	A
USGS	01108000	2019-01-24 10:45	EST									1050	A	5.51	A
